Julian_Day,Season,Sediment_Yield_tons_ha_day
1,Dry,0.0028393414894540944
2,Dry,0.0028583142119106703
3,Dry,0.002818535368176179
4,Dry,0.002749594240663772
5,Dry,0.00276763090058933
6,Dry,0.0027990664252481394
7,Dry,0.0025985100157258066
8,Dry,0.0026700790706575685
9,Dry,0.002574245500961539
10,Dry,0.002462484057599256
11,Dry,0.0025254578090880895
12,Dry,0.0026156111407258068
13,Dry,0.0024610114504652605
14,Dry,0.0025798205495657566
15,Dry,0.0025785219014888335
16,Dry,0.0025700359178970223
17,Dry,0.0025661877822580645
18,Dry,0.0023183587828473945
19,Dry,0.0025181498252791566
20,Dry,0.002410743516253102
21,Dry,0.00227475998514268
22,Dry,0.0023717332881513647
23,Dry,0.0023338041839330026
24,Dry,0.0025662362390508685
25,Dry,0.002000021464205955
26,Dry,0.0022045087152915634
27,Dry,0.0022896638745967747
28,Dry,0.0020818712582196027
29,Dry,0.002042409512903226
30,Dry,0.0021189212662220845
31,Dry,0.0019888510843362284
32,Dry,0.0018672278281637719
33,Dry,0.0016125391814516131
34,Dry,0.0017650599931451614
35,Dry,0.0016002648700682383
36,Dry,0.0015430709157878413
37,Dry,0.0016163963881358561
38,Dry,0.0017221193304900746
39,Dry,0.0014741837773883377
40,Dry,0.00147522601674938
41,Dry,0.0013309625621277918
42,Dry,0.0014649743411910671
43,Dry,0.0013962160138957817
44,Dry,0.0014956448077853598
45,Dry,0.001488448487903226
46,Dry,0.001370484137903226
47,Dry,0.0014310949254342433
48,Dry,0.001308733971308933
49,Dry,0.0014738408941377173
50,Dry,0.0014476896019540943
51,Dry,0.0015189392143920594
52,Dry,0.0014333403615074444
53,Dry,0.001405873085638958
54,Dry,0.0012068426241625312
55,Dry,0.0012713468008064516
56,Dry,0.0012458796847704715
57,Dry,0.001238277334801489
58,Dry,0.0012327984234491315
59,Dry,0.0011499230473325061
60,Dry,0.0014404443805831266
61,Dry,0.0012399345284739454
62,Dry,0.0013726979101116627
63,Dry,0.0011830830956575682
64,Dry,0.0012772852565136477
65,Dry,0.0012871137548076924
66,Dry,0.001156895029373449
67,Dry,0.00104851319292804
68,Dry,0.001160051768207196
69,Dry,0.001111922678691067
70,Dry,0.0012942229821029778
71,Dry,0.0014885152752171218
72,Dry,0.0014922205352977669
73,Dry,0.0011824415123449132
74,Dry,0.0011034061844292804
75,Dry,0.0011725027369727048
76,Dry,0.0014325940334367249
77,Dry,0.0013970662500930521
78,Dry,0.0011459358348945411
79,Dry,0.0012888282162841192
80,Dry,0.001244894750899504
81,Dry,0.0011497315265508684
82,Dry,0.000981139498325062
83,Dry,0.001010076894044665
84,Dry,0.0010769353819168736
85,Dry,0.0012383217742555832
86,Dry,0.0011632658200682383
87,Dry,0.0010574641778225808
88,Dry,0.0012173365384615384
89,Dry,0.0011045412823511168
90,Dry,0.0011075361292183625
91,Dry,0.0010460460193548388
92,Dry,0.0010590502879652608
93,Dry,0.00092892458691067
94,Dry,0.0010914362938585608
95,Dry,0.0010624131471774195
96,Dry,0.0009329828753411911
97,Dry,0.0009322844086228288
98,Dry,0.0010471817805521092
99,Dry,0.0011653719984491316
100,Dry,0.0012940463473325062
101,Dry,0.0016149993981699753
102,Dry,0.0017987932923387098
103,Dry,0.0016625838631823822
104,Dry,0.0015535763092741934
105,Dry,0.0014722936082196033
106,Dry,0.0013879925893920597
107,Dry,0.001191073816004963
108,Dry,0.001433010389516129
109,Dry,0.0011873129839950372
110,Dry,0.0012076117071029777
111,Dry,0.001477209195223325
112,Dry,0.0015260869870347396
113,Dry,0.001591376964174938
114,Dry,0.0013787302871277915
115,Dry,0.0015409118788771714
116,Dry,0.0018297351441066997
117,Dry,0.001975881313585608
118,Dry,0.0017863816980148884
119,Dry,0.0018859865500775437
120,Dry,0.0022922372476116624
121,Dry,0.002871389255024814
122,Dry,0.0058752009002791565
123,Dry,0.004044402231699752
124,Dry,0.002778263462065757
125,Dry,0.002639994329032258
126,Dry,0.003552854799472705
127,Dry,0.005751101757506204
128,Dry,0.004155856849875931
129,Dry,0.004705631106978908
130,Dry,0.004227119207754343
131,Dry,0.005414944383591812
132,Dry,0.005037437574937966
133,Dry,0.007570581321774194
134,Dry,0.005800884995657569
135,Dry,0.005377527297859802
136,Dry,0.004226300300015509
137,Dry,0.004859976694913151
138,Dry,0.0054589012520471466
139,Dry,0.004845068614764268
140,Dry,0.005687498399348635
141,Dry,0.005278507564019852
142,Dry,0.006002325709615385
143,Dry,0.005806454120006204
144,Dry,0.007536427754683624
145,Dry,0.009074802431668735
146,Dry,0.009077774109119106
147,Dry,0.01153755020155087
148,Dry,0.008838999957506205
149,Dry,0.011310348352109182
150,Dry,0.009971285470905708
151,Dry,0.00994091549069479
152,Wet,0.012118825398852359
153,Wet,0.01004359979492866
154,Wet,0.01042686358185484
155,Wet,0.014230033759150124
156,Wet,0.020356704716873453
157,Wet,0.015382905487872208
158,Wet,0.019958425011011166
159,Wet,0.018656692665632756
160,Wet,0.020330010661879654
161,Wet,0.022764860298200996
162,Wet,0.02559985199720844
163,Wet,0.02396435572993176
164,Wet,0.02030484777068859
165,Wet,0.02200199791656328
166,Wet,0.023649213280924317
167,Wet,0.019786721128101738
168,Wet,0.018485948595037223
169,Wet,0.019864546046184862
170,Wet,0.02629842941096464
171,Wet,0.03395741724184243
172,Wet,0.03293958212056452
173,Wet,0.03533755671039082
174,Wet,0.03941362277670596
175,Wet,0.0404352064367866
176,Wet,0.043343896500837475
177,Wet,0.04297422740694789
178,Wet,0.046077092432196036
179,Wet,0.04940176261153846
180,Wet,0.04740746051864144
181,Wet,0.055835206477202234
182,Wet,0.06013000343104839
183,Wet,0.07496736934382754
184,Wet,0.0744235621235732
185,Wet,0.062209545831234496
186,Wet,0.08825124284413773
187,Wet,0.07892520574996899
188,Wet,0.08104683449897643
189,Wet,0.09122704447332507
190,Wet,0.08879241052211538
191,Wet,0.07786080325887097
192,Wet,0.0924749441558933
193,Wet,0.09000703660812656
194,Wet,0.09285899805083747
195,Wet,0.09574404044627792
196,Wet,0.09317332932152607
197,Wet,0.10853534837903225
198,Wet,0.09927222470843673
199,Wet,0.10675001549660361
200,Wet,0.12409878829745659
201,Wet,0.11128060281606701
202,Wet,0.11029996478411912
203,Wet,0.13377450026612903
204,Wet,0.10619767745006205
205,Wet,0.10030129790136477
206,Wet,0.11461417276488833
207,Wet,0.12365303291129033
208,Wet,0.11091010243455336
209,Wet,0.11216037986910671
210,Wet,0.1101561005685484
211,Wet,0.11477226212810175
212,Wet,0.11782848360483872
213,Wet,0.10482571982316997
214,Wet,0.11709289397093674
215,Wet,0.10505800769879033
216,Wet,0.10541545818889579
217,Wet,0.13089120630241938
218,Wet,0.11851832517990074
219,Wet,0.12462374311191068
220,Wet,0.11715417933219603
221,Wet,0.13211137012779156
222,Wet,0.13289162918393302
223,Wet,0.12389278678101738
224,Wet,0.120711431007134
225,Wet,0.12809413791904467
226,Wet,0.13864507788880273
227,Wet,0.1434549606085608
228,Wet,0.14615892893858562
229,Wet,0.1400283620969293
230,Wet,0.12653989695502482
231,Wet,0.12840956262189826
232,Wet,0.12996682616975808
233,Wet,0.12532818092214643
234,Wet,0.12696414770797146
235,Wet,0.13396357216702856
236,Wet,0.12731428033297146
237,Wet,0.12298479195595534
238,Wet,0.12306152116563276
239,Wet,0.1155199959658809
240,Wet,0.11864470183715882
241,Wet,0.11992109506358561
242,Wet,0.12592414072099875
243,Wet,0.11947971002186725
244,Wet,0.12041855013182383
245,Wet,0.12891594515136476
246,Wet,0.1259868343064516
247,Wet,0.13126016132754342
248,Wet,0.1338128868796526
249,Wet,0.12650783414516129
250,Wet,0.11076221552884616
251,Wet,0.12032230351488833
252,Wet,0.09858066842316997
253,Wet,0.09553501732583747
254,Wet,0.09079258255738215
255,Wet,0.09544859075043424
256,Wet,0.0965223720466191
257,Wet,0.09412004462884616
258,Wet,0.08842275893718983
259,Wet,0.08699802366243797
260,Wet,0.09281896643132755
261,Wet,0.08359297963520472
262,Wet,0.0796992375617866
263,Wet,0.07598224228455336
264,Wet,0.07696924886864144
265,Wet,0.08262033945381514
266,Wet,0.07596002449457197
267,Wet,0.0727968249133995
268,Wet,0.0668873441825062
269,Wet,0.06972516398244417
270,Wet,0.059934672991284126
271,Wet,0.06643599817583747
272,Wet,0.05967168386705955
273,Wet,0.0592886771558933
274,Dry,0.058620049865229534
275,Dry,0.056504218874627796
276,Dry,0.05209849301622209
277,Dry,0.04795071963219603
278,Dry,0.04015029268278537
279,Dry,0.047699383782506204
280,Dry,0.04463142189342432
281,Dry,0.035310742187996284
282,Dry,0.043014769718393304
283,Dry,0.03682076398073822
284,Dry,0.03913796476758685
285,Dry,0.039902195230179904
286,Dry,0.033119556128598016
287,Dry,0.03112053746147643
288,Dry,0.027907873052047148
289,Dry,0.026636251052233252
290,Dry,0.02491953428858561
291,Dry,0.027210303451395784
292,Dry,0.02370062171724566
293,Dry,0.02194216887450372
294,Dry,0.023282899471339952
295,Dry,0.025455239297921838
296,Dry,0.022991671599007443
297,Dry,0.020509375771758688
298,Dry,0.01805501004342432
299,Dry,0.020107402838988833
300,Dry,0.023350664264795287
301,Dry,0.018716702906250004
302,Dry,0.022908372970254345
303,Dry,0.023040586481482633
304,Dry,0.01915333957797767
305,Dry,0.014032449034615384
306,Dry,0.014077388455179902
307,Dry,0.015029836994758065
308,Dry,0.012238101225279156
309,Dry,0.015077986562903226
310,Dry,0.012679028516501243
311,Dry,0.01154699933644541
312,Dry,0.011038851635080647
313,Dry,0.010472415296091813
314,Dry,0.011049803857630273
315,Dry,0.010534471014081887
316,Dry,0.010251551480583128
317,Dry,0.00930355426912221
318,Dry,0.009038142572828785
319,Dry,0.008308587011817619
320,Dry,0.007983504769913153
321,Dry,0.009121094934119108
322,Dry,0.008292585311073202
323,Dry,0.007314030845843673
324,Dry,0.00726188309860422
325,Dry,0.006877987455148884
326,Dry,0.006725957587872209
327,Dry,0.008296923399984491
328,Dry,0.008721092151736973
329,Dry,0.008402965814981391
330,Dry,0.008158756249317618
331,Dry,0.006854407704435485
332,Dry,0.006786764606947891
333,Dry,0.006563720574937965
334,Dry,0.007129736751550869
335,Dry,0.00618010160024814
336,Dry,0.005731405009615385
337,Dry,0.006146924985111662
338,Dry,0.005633470009987594
339,Dry,0.005199008327698511
340,Dry,0.004974915242679901
341,Dry,0.005259476571308933
342,Dry,0.004658247825465261
343,Dry,0.004626896551861042
344,Dry,0.0045307027482320095
345,Dry,0.004325888426985112
346,Dry,0.004211755698573201
347,Dry,0.004180823509522333
348,Dry,0.004036570742679901
349,Dry,0.0038297952214950376
350,Dry,0.0038903755511166256
351,Dry,0.0037896074006203476
352,Dry,0.0036942135900744416
353,Dry,0.003690349241873449
354,Dry,0.0035630214777915637
355,Dry,0.0035696242189205956
356,Dry,0.003569751040198511
357,Dry,0.0035607401570099256
358,Dry,0.003510793021991315
359,Dry,0.0036435547303660053
360,Dry,0.0034987128769540946
361,Dry,0.0033958596070719606
362,Dry,0.0035693604840260546
363,Dry,0.003546717285763028
364,Dry,0.0034479885640198516
365,Dry,0.003404235268362283
366,Dry,0.004373998656490385
